column1      ordemproduto column2 column3                                  penultimo                 resultado_1 ultimo                    resultado_2 
BDSicoob0001 10150        1891    FECHAMENTO SENSIBILIZACAO DE LIMITES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1892    ATUALIZAÇÃO DE LIMITES PRE-APROVADOS     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1893    EMP - CONCILIACAO CONTABIL OP CREDITO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1895    BNDES Gravacao de Valores                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1895    GRAVACAO DE VALORES GLOSA INSS           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1897    FECHAMENTO SENSIBILIZACAO CLS - EMP      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1898    FECHAMENTO GRAVACAO VAL. APROP. DIARIA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1900    GRAVACAO DE VALORES                      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2000    FECHAMENTO DE LANCAMENTO CONTABIL        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2100    INTEGRACAO C/CONTAS CORRENTES            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2160    GERA INFORMACOES ACUMULADAS              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2171    GERAR INCONSISTENCIA SEGURO PRESTAMISTA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2172    ENVIAR PARCELAS CONSITENTES SEGURADAS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2180    ATUALIZACAO GARANTIAS VINCULADAS         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2480    GRAVAR IOF CONSOLIDADO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2484    GERAR INORM. BACEN - 2896                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2490    GERA SALDO INTERVENIENCIA                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2493    ATUALIZACAO OPERACOES BNDES MUDANCA TJLP 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2496    GERACAO DADOS CONCILIACAO PREST. BNDES   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2497    GERACAO DADOS CONCILIACAO SALDO BNDES    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2498    GERAÇÃO DE INFORMAÇÕES PARA O PRM        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2499    FECHAMENTO GERAÇÃO AVISO DE VENCIMENTO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2500    RELATORIO DE OPERACOES VENCIDAS          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2600    RELATORIO DE LANCAMENTO EM CONTA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        2900    RELATORIO DE LIMITE OPERACIONAL          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        3800    RELATORIO DE RESUMO DE LANCTOS CONTABEIS 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4050    REL MOVIMENTO DE ENTRADA CONTRATO MAE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4250    RELATORIO DE AVISO DE LANCAMENTO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4610    RELATORIO OPERACOES RECLASSIFICADAS      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4850    RELATORIO RESUMO LANCAMENTOS ON LINE     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4905    RELATORIO PARC VINCENDAS MES - BNDES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4910    RELATÓRIO MOVIMENTO CREDITOS A LIBERAR   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4920    RELATÓRIO DA REPACTUAÇÃO DE TAXAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4930    RELATORIO DE FOLHA DE PAGAMENTO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4931    EXPORTAR OPERACOES INADIMPLENTES         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4941    RENEGOCIAÇÃO - PROCESSAMENTO DIÁRIO      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        4950    MIGRAÇÃO DE OPERACOES PARA PREJUÍZO      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5000    GERAR INF. NOVA CENTRAL RISCO - PRC      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5101    GERAR COOBRIGACOES EMP                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5500    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5551    RESTRIÇÕES DE CRÉDITO                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5560    GRAVAR LOG DE ALTERAÇÕES                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5600    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5655    GERAR LOTE AUTOMATICO BNDES              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5656    GERAR LOTE LIQUIDAÇÃO AUTOMÁTICO FC      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5660    EMP-FECH DE DEBITO AUTOMATICO EM C/C     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5700    EFETIVA LIQUIDACOES CTA COOPERADO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        5800    FECHAMENTO REPACTUAÇÃO ROTATIVO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        60      VERIFICAR ATUALIZACAO TITULOS AGENDADOS  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        100     ATUALIZAÇÃO DATAS PROCESSAMENTO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        125     DDA-FECHAMENTO MOV SAC ELETR             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        150     DEPOSITARIO TITULO BANCO CORRRESP        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        199     Atualizacao Prorrogacao Banco Corresp    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        200     ATUALIZAÇÃO PRORROGAÇÃO                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        299     ATUALIZACAO MANUT. REJEITADA CORRESP.    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        300     ATUALIZAÇÃO ALTERAÇÃO DADOS              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        400     ATUALIZAÇÃO ENTRADA DADOS                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        430     ATUALIZAR PROCESSO DE CHEQUES CUSTODIA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        440     TRANSFERENCIA DE CARTEIRAS               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        441     RETORNO TRANSF CARTEIRA COBRANCA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        450     LIQUIDAÇÃO ESTOQUE DOC. CUSTODIA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        451     LIQUIDACAO AUTOMATICA GARANTIA VENCIDA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        452     BAIXAR TITULO BANCO CORRESPONDENTE       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        454     LANCAMENTO CUSTAS CRA                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        455     LANCAMENTO PROTESTO RECEBIDO CRA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        500     ATUALIZAÇÃO BAIXAS                       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        510     ENVIOS DE CHEQUE PARA COMPE              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        515     ATUALIZAR OPERAÇÕES ENVIADAS PARA COMPE  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        530     FECHAMENTO DE LIQ DE CHEQUES EM CUSTÓDIA 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        540     ARQUIVO PARA CPS                         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        550     REMESSA TITULO BANCO CORRESPONDENTE      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        551     REENVIO BANCO CORRESPONDENTE             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        552     ATUALIZAR TITULO VENCIDO BANCO CORRESP   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        553     DEBITAR TARIFA BANCO CORRRESP            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        554     DEBITAR TARIFA PROTESTO - BANCO CORRESP  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        600     ATUALIZAÇÃO LIBERAÇÕES CAUÇÃO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        700     ATUALIZAÇÃO CADASTRO DE PROTESTO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        803     COMPLEMENTO - REALIZAR CONTROLE FLOAT    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        804     COMPLEMENTO - GERAR LANC BANCO CORRESP   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        806     COMPLEMENTO - LIB. LIQ. BLOQUEADA        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        809     COMPLEMENTO - ENCARGOS DE TIT VENCIDOS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        812     COMPLEMENTO - ENCAMINHAMENTO PROTESTO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        815     COMPLEMENTO - TARIFA PEDIDO BLOQUETO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        820     AVISO DE VENCIMENTO                      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        850     ATUALIZAÇÃO  DE CONTRATO GARANTIA        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        858     FECHAMENTO GERAÇÃO TARIFAS COBRANÇA      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        860     FECHAMENTO TARIFAS COBRANCA              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        870     DDA-LEVANTAMENTO MOVIM. TITULOS P/ CIP   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        900     GERAÇÃO DE VALORES CONTÁBEIS             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        905     INTEGRACAO C/ CONTAS CORRENTES           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        910     GERA INFORMACOES ACUMULADAS              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        915     MECANISMO CONTABIL                       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        935     GERAR ARQUIVOS DE RETORNO CNAB400        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        949     FECHAMENTO GERAÇÃO AVISO DE VENCIMENTO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        950     RELATORIO MOVIMENTO DE ENTRADA ANALITICO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        950     RELATÓRIO MOVIMENTO DE ENTRADAS          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        951     RELATÓRIO MOVIMENTO DE BAIXAS            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        952     RELATÓRIO PRORROGAÇÕES DO DIA            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        953     RELATÓRIO CONTROLE DE GARANTIAS          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        954     RELATÓRIO SALDOS POR CONTA GARANTIDA     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        955     RELATÓRIO MAIORES CEDENTES - SINTÉTICO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        959     RELATÓRIO TÍTULOS A VENCER               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        960     RELATÓRIO DE CHEQUES EM COMPENSAÇÃO      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        960     RELATÓRIO TÍTULOS VENCIDOS               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        961     RELATÓRIO LIQ APÓS BAIXA BANCO CORRESP   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        961     RELATÓRIO LIQUIDAÇÕES BLOQUEADAS         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        962     RELATÓRIO ENCAMINHAMENTO DE PROTESTO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        964     RELATÓRIO AVISO DE LANÇAMENTOS           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        965     RELATÓRIO POSIÇÃO DIÁRIA DAS CARTEIRAS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        966     RELATÓRIO LANÇAMENTOS PARA CONTABILIDADE 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        968     RELATÓRIO IMPORTAÇÃO COMPE               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        969     RELATORIO DE LANCAMENTOS EM C/C          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        970     RELATORIO DE FECHAMENTO TARIFAS COBRANCA 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        980     RELATÓRIO DE LIQ DE CHEQUES EM CUSTÓDIA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        985     REL MOV LIQ TÍT VLB SUPERIOR             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        990     RELATÓRIO DE CHEQUES EM CUSTODIA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        991     RELATÓRIO CHEQUES ENVIADO CCO BLOQUEADA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        992     REL ESTORNOS DE CH S/ IMAGEM             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        993     RELATÓRIO TRANSF CARTEIRA LIQUIDADOS     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        994     RELATÓRIO TRANSF CARTEIRA INADIMPLENTES  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1000    REORGANIZAÇÃO DE DADOS                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1400    GERAÇÃO SALDO COBRANÇA                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1450    LANÇAMENTO MOVIMENTO PROTESTO CRA        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1460    LIBERAÇÃO DOS BANCOS CONVENIADOS         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1500    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1550    TIC-ENVIO DE INFORM. CHEQUES EM CUST.    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1551    TIC-RELAT. OCORRÊNCIAS CHEQUES EM CUST.  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1590    FECHAMENTO DE CRITICA DIARIA             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10300        1600    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10400        1       ATUALIZAÇÃO DA DATA DO PRODUTO - SEC     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        100     ATUALIZAÇÃO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        181     DEB. COND. SALDO - PROCESSAMENTO NOITE   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        945     ENVIAR PARCELAS CONSITENTES SEGURADAS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        993     TD - CONCILIACAO CONTABIL OP CREDITO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        4353    RESTRIÇÕES DE CRÉDITO                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        4354    EXPORTAR OPERACOES INADIMPLENTES         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        4500    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        4590    GRAVAR LOG DE ALTERACOES                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10500        4600    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        100     BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        150     GERAR INFORMAÇÕES NOVA CENTRAL RISCO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        170     RELATORIO DE INVENTARIO CONTABIL         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        200     ATUALIZACAO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        300     ENTRADA DE OPERAÇÕES PARA PREJUÍZO       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        350     LIQUIDACAO NO DIA                        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        351     DESBLOQUEIO CAPITAL COTAS PARTES         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        400     ATUALIZACAO DE RUBRICA CONTABIL          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        420     ATUALIZACAO EXERCICIO PREJUIZO           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        450     FECHAMENTO DAS GARANTIAS                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        500     GRAVACAO DE VALORES                      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        650     ATUALIZACAO TABELA SALDO CONTRATO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        675     ATUALIZACAO SALDO CONTABIL               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        700     FECHAMENTO DE LANCAMENTO CONTABIL        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        701     RESTRIÇÕES DE CRÉDITO                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        702     AGENDA ANOTAÃ‡Ã•ES CADASTRAIS CREDITO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        710     PJZ - CONCILIACAO CONTABIL OP CREDITO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        725     Gerar Arquivo Cobrança SysRec            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        750     RELATORIO DE RESUMO DE LANCTOS CONTABEIS 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1000    RELATORIO DE OPERACOES TRANSF. PREJUIZO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1050    RELATORIO SINTETICO DAS GARANTIAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1055    RELATORIO ANALITICO DAS GARANTIAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1070    RELATORIO DE OPERACOES LIQUIDADAS NO DIA 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1080    RELATORIO DE LANCAMENTO EM CONTA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1085    RELATORIO DE OPERACOES MIGRADAS NO DIA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1091    EXPORTAR OPERACOES INADIMPLENTES         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1093    RENEGOCIAÇÃO - PROCESSAMENTO DIÁRIO      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1100    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10650        1200    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        400     ENVIO DE CHEQUES PARA COMPENSACAO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        405     ATUALIZACAO DE OP ENVIADAS PARA COMPE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        410     RELATORIO DE CHEQUES PARA COMPENSACAO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        420     ATUALIZACAO SALDO CLIENTE - OPER CREDITO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        430     ATUALIZACAO DO PATRIMONIO DE REFERENCIA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        440     CALC. SALDO MEDIO DEPOS A VISTA P/3510   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10850        500     DESCOMPACTAÇÃO MOVIMENTO DE COMPENSAÇÃO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
